,dumb,reduced,residual
2011-07-28 22:15:00,1.4500000000000002,1.4863916802999984,0.7632
2011-07-28 22:30:00,1.5184000000000004,1.5917561722999984,0.8426000000000002
2011-07-28 22:45:00,1.4854000000000007,1.5672208994999988,0.8316000000000001
2011-07-28 23:00:00,1.4440000000000004,1.5207699369999985,0.8761000000000001
2011-07-28 23:15:00,1.699000000000001,1.7659295189999986,1.0527
2011-07-28 23:30:00,1.5675000000000008,1.5524916515599987,0.8369
2011-07-28 23:45:00,1.527100000000001,1.4249595588299984,0.6607000000000001
2011-07-29 00:00:00,1.4707000000000008,1.3940830962499984,0.6387
2011-07-29 00:15:00,1.4156000000000009,1.3202108964999981,0.569
2011-07-29 00:30:00,1.1858000000000006,1.2590711045699985,0.5066
2011-07-29 00:45:00,1.0978000000000003,1.1927091905699985,0.4516
2011-07-29 01:00:00,0.962,1.1800773600699985,0.4478999999999999
2011-07-29 01:15:00,0.8335000000000001,1.1073784041699983,0.3855
2011-07-29 01:30:00,0.6977000000000001,1.0153792376099982,0.2937
2011-07-29 01:45:00,0.5913,0.9505667106499978,0.2607
2011-07-29 02:00:00,0.5569000000000001,0.8709042617499979,0.20209999999999997
2011-07-29 02:15:00,0.4174000000000001,0.803332502349998,0.14709999999999998
2011-07-29 02:30:00,0.3807000000000001,0.7776176044499981,0.1361
2011-07-29 02:45:00,0.29400000000000004,0.741357329249998,0.1141
2011-07-29 03:00:00,0.29030000000000006,0.765148938249998,0.1545
2011-07-29 03:15:00,0.29020000000000007,0.756914244449998,0.1618
2011-07-29 03:30:00,0.23519999999999996,0.730851795449998,0.1545
2011-07-29 03:45:00,0.22050000000000003,0.7278268974499983,0.1508
2011-07-29 04:00:00,0.1545,0.6625568973499982,0.15469999999999998
2011-07-29 04:15:00,0.1214,0.6448719993499983,0.1546
2011-07-29 04:30:00,0.1251,0.6241942215499984,0.1547
2011-07-29 04:45:00,0.08470000000000001,0.5921933815499985,0.15449999999999997
2011-07-29 05:00:00,0.07370000000000002,0.5706260346499985,0.15099999999999997
2011-07-29 05:15:00,0.07000000000000002,0.5470925416499985,0.1508
2011-07-29 05:30:00,0.07000000000000002,0.5279122134899986,0.15829999999999997
2011-07-29 05:45:00,0.06630000000000001,0.5067246624199988,0.151
2011-07-29 06:00:00,0.18370000000000006,0.518384878659999,0.4373000000000001
2011-07-29 06:15:00,0.26070000000000004,0.545286659859999,0.43360000000000004
2011-07-29 06:30:00,0.279,0.5461329787599991,0.4373000000000001
2011-07-29 06:45:00,0.2533000000000001,0.5063782481599991,0.4372000000000001
2011-07-29 07:00:00,0.34500000000000014,0.5541910676099989,1.998699999999998
2011-07-29 07:15:00,0.4220000000000001,0.6125895821099994,2.0039999999999982
2011-07-29 07:30:00,0.39640000000000003,0.6370470172699993,2.0075999999999983
2011-07-29 07:45:00,0.3708,0.6069631019699994,1.9988999999999986
2011-07-29 08:00:00,0.4001,0.6348414784999995,3.4112999999999927
2011-07-29 08:15:00,0.44410000000000005,0.6482323075499997,3.4037999999999933
2011-07-29 08:30:00,0.7815000000000002,0.9154913628699997,3.414799999999996
2011-07-29 08:45:00,1.2569999999999997,1.293016131220001,3.316599999999994
2011-07-29 09:00:00,1.7650000000000001,1.8036279774800015,4.200099999999999
2011-07-29 09:15:00,2.0658,2.0208410804800025,4.2037999999999975
2011-07-29 09:30:00,2.7067,2.6073010130000043,4.193599999999998
2011-07-29 09:45:00,2.8899000000000004,2.8341164121400046,4.1930999999999985
2011-07-29 10:00:00,2.7281999999999997,2.612887124880005,4.658100000000002
2011-07-29 10:15:00,3.2081999999999993,3.0835798500000045,4.670000000000001
2011-07-29 10:30:00,3.417499999999999,3.2942823691600047,4.662900000000001
2011-07-29 10:45:00,3.2847000000000004,3.145000793620005,4.6438000000000015
2011-07-29 11:00:00,3.9127000000000005,3.8414337681000053,5.244399999999999
2011-07-29 11:15:00,3.2890999999999995,3.1831468167600043,5.235000000000003
2011-07-29 11:30:00,3.7836,3.5521573335400047,5.266000000000002
